name,description,image_url,link_to_gpt
Empathic Smith,"Empathic listener in ‘Echoes of Empathy‘, echoing players’ stories with care. GPT…",https://files.oaiusercontent.com/file-cQGAbnBteVEpIHwtKZnjKCoE?se=2123-11-02T06%3A28%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DEmpathic%2520Smith.png&sig=2Qm9kSmnWK52W/aKOA8HmRI61IUN1%2BzzKRAGPgeKarg%3D,https://chat.openai.com/g/g-vkihrOr3K
Creative Compass,"Navigator to the best GPTs, with structured tables and direct links GPT…",https://files.oaiusercontent.com/file-YfLwsdJalC8rUJaVs20ipPqb?se=2123-10-18T20%3A45%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3De2f44c5a-59ee-4fd2-a519-fded9f0a5f7c.png&sig=jVQ1n%2B8bhemwTji8wD/R73GjMSDTX6JbFbRxYwMxLHQ%3D,https://chat.openai.com/g/g-vjrGVWsoP
Emily,"Informal, creative assistant for higher ed content. GPT Store URL https://chat.openai.com/g/g-Vk1pwPqbF Welcome…",https://files.oaiusercontent.com/file-iEPaZpkIrdMR3QAQGKevqwLZ?se=2123-11-04T20%3A59%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db663a807-b1b4-4750-ab91-c927cfb16352.png&sig=vmrxT296udfD8LxYufC5WauROyj%2BCll8J5%2BuIEAzbxQ%3D,https://chat.openai.com/g/g-Vk1pwPqbF
MixerBox News,Get latest news delivered right to you! Stay informed with bulletins across…,https://files.oaiusercontent.com/file-qHSIy5aBkZIlXh3qSIAKshQR?se=2123-10-21T08%3A38%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DNews.png&sig=XbMm5yabdhsIVhkCjdu9ey0gMKGXdLU4aZ6mwH9tT90%3D,https://chat.openai.com/g/g-vjm1srAyD
KnowledgeBaseGPT,"I’m KnowledgeBaseGPT, and I am here to scan websites, using Bing’s API…",https://files.oaiusercontent.com/file-GCoayIeH14WDHGPh24BQTzXm?se=2123-10-17T03%3A31%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd496c1e5-4529-4035-844e-ffa206cd28ff.png&sig=5rtF19E7iPtiUh4%2BRCy285edzw8yT%2BT6bSQzMUIZ/Ns%3D,https://chat.openai.com/g/g-vjbcE7byc
TwitterXTurbo,"Expert in Twitter trends, audience growth, and page automation advice. GPT Store…",https://files.oaiusercontent.com/file-EISL78pgODsXNZJAZ48VZzCN?se=2123-10-19T02%3A22%3A06Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db2ffeb2c-41bc-43cb-bed6-57c4bdcb0eab.png&sig=95NoW4onIFqhR7MNcFzC2AtIHJc26jzNNhiFTuiG6r8%3D,https://chat.openai.com/g/g-vj3S66Yss
Wedding City Guide,"Guide on wedding photography in a city, offering location tips and local…",https://files.oaiusercontent.com/file-Dzn5nEKyxhxZAyrcVdIDVTMC?se=2123-11-25T03%3A40%3A40Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Db37e3b9c-e7b8-42da-8b5b-d2df7272531e.png&sig=2HUTkUnPLiYv/DkCeZKxYzQjtQ3%2B0gMzPfkkYJOkeoY%3D,https://chat.openai.com/g/g-VIyO32Smx
Targeted Advertising Pro [GPT 4.5 Unofficial],Expert in crafting precise ads for specific demographics. GPT Store URL https://chat.openai.com/g/g-VIYWaY9Sc…,https://files.oaiusercontent.com/file-t0oMuWdtS12d0FO8UVvhWWn1?se=2123-10-27T20%3A27%3A52Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3De8f7b298-77d7-4f3a-a7b5-b6a9e86804f3.png&sig=P6Wst22IyTUBhWxyfS6zeDxDyERnW%2BI3me1PGoL7CJY%3D,https://chat.openai.com/g/g-VIYWaY9Sc
Content Creator Pro,Simulates digital content strategy for platforms like YouTube or Instagram. GPT Store…,https://files.oaiusercontent.com/file-S88QtZri23twbREo0C2gnOWK?se=2123-11-01T03%3A26%3A33Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dbc631595-b8bf-4aca-a915-35ac56ba2057.png&sig=O4Uhpi2ULyrsP6YbwL8m6iRASYmhO0mpbHCxYJ3Na/U%3D,https://chat.openai.com/g/g-VipQky8aA
Caption Genius,I craft engaging social media captions for your uploaded images. GPT Store…,https://files.oaiusercontent.com/file-XzfMnxt5Pa9Ds7eVS4yLb6Vy?se=2123-10-20T21%3A23%3A17Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D9d5d71d2-adf1-4d42-9ff5-6739d9f9a799.png&sig=aOpOmCklQJJDsTzmsicP1d9ZxGoIcooE9XHqfTRt2xI%3D,https://chat.openai.com/g/g-vIO5DNKcQ
CHiBI GIRL BOT,Chibi Girl Design powered by OpenAI GPT Store URL https://chat.openai.com/g/g-VIP17OPhQ Welcome Message…,https://files.oaiusercontent.com/file-rJIWm6W48avGwzUa5LiTO7ya?se=2123-10-19T04%3A45%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dbbbefe02-a681-4c90-93eb-722c6d373be7.png&sig=lSQLT5FQHoNcfXnJyMfySZcJkeBNFUIqB4x5Mt6vQ7Y%3D,https://chat.openai.com/g/g-VIP17OPhQ
Stout Law Firm Marketing GPT,Conversational and witty marketer for legal services. GPT Store URL https://chat.openai.com/g/g-VihCyVYZe Welcome…,https://files.oaiusercontent.com/file-QQ0v7hdzjUulS2KYfOuimHIK?se=2123-11-03T17%3A23%3A48Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dcdf8f2b6-dcb1-4de3-8713-b101002861fe.png&sig=iheJkPMLgpSuMWR8I3m1nJJ0J2mZlK6dN%2BL7Xtd62DE%3D,https://chat.openai.com/g/g-VihCyVYZe
Turkish Linguist Pro,Expert Turkish translator with file access. GPT Store URL https://chat.openai.com/g/g-VifQvvf2V Welcome Message…,https://files.oaiusercontent.com/file-G1Wji56AmjfxyxXjPOYWdQI6?se=2123-11-04T06%3A33%3A52Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D50ae2dbe-715c-48c3-be7a-93324030b554.png&sig=IPXw3UrTSHiwio94qTXOtrTX/xdMZgjIVZJHL1L4cSI%3D,https://chat.openai.com/g/g-VifQvvf2V
Cortex Tutor,Artificial Intelligence | Machine Learning | Computer Science Tutor GPT Store URL…,https://files.oaiusercontent.com/file-G3fVIh0Xq9xX0RE8NAoVNir6?se=2123-10-16T23%3A40%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc60f53bc-a00f-463b-abf4-edaaa4b8229d.png&sig=O17E3oEQXSikNw2FUfS%2BQjr21cFMo3JyKW5B0aWeybg%3D,https://chat.openai.com/g/g-viE8SKiwz
River Cordin,Reflective folk songwriter with a poetic tone. GPT Store URL https://chat.openai.com/g/g-VhXc68Cpi Welcome…,https://files.oaiusercontent.com/file-8fyjIBhMOB87fkThf281nAQB?se=2123-11-23T08%3A13%3A25Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D37659a91-ef1c-4424-b0d1-6af62eefc599.png&sig=INzI1jXkml5dCLLEZwtH0iHVlo4g%2Bv0ODhHq1KD59J4%3D,https://chat.openai.com/g/g-VhXc68Cpi
CineMate,Sophisticated cinema advisor for all film lovers. GPT Store URL https://chat.openai.com/g/g-vHPHHRZyi Welcome…,https://files.oaiusercontent.com/file-xbjrgrAf8iNNmilvXtZFVoLJ?se=2123-10-16T22%3A32%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D231d987c-6920-4a05-9bb3-88be0a4132e4.png&sig=trkTPaNK%2BpkAlM9D7IJ60nTZu3N7MBUJVmFrURabro4%3D,https://chat.openai.com/g/g-vHPHHRZyi
Stobox Compliance Manager,Onboards investors to Stobox via DS Dashboard GPT Store URL https://chat.openai.com/g/g-VhcPkfn89 Welcome…,https://files.oaiusercontent.com/file-wskzKTgsIJVVtUfThmZ8TBOI?se=2123-11-21T11%3A24%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D0952e06d-0f31-424b-9210-b40b8c0f581f.png&sig=cGPKqLPSDL3UyQqdB0OxgOOm2CzyJjo28qxXO5ydxuc%3D,https://chat.openai.com/g/g-VhcPkfn89
Crypto Mining Advisor,"In-depth crypto mining setup advisor. GPT Store URL https://chat.openai.com/g/g-vgpj7UI3A Welcome Message Hi,…",https://files.oaiusercontent.com/file-QoZrMfHsq40hc70wNOfUniwT?se=2123-11-07T00%3A52%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddad8ee5d-51a4-44cd-917c-6357d45e2528.png&sig=Ebpb8ta0ntzq/MchiZ8xz6V635k/WHb1s7bxgjkj6W8%3D,https://chat.openai.com/g/g-vgpj7UI3A
Product Launch Guide,Unlock your product launch potential with ‘Product Launch Guide’ – your go-to…,https://files.oaiusercontent.com/file-RcacVyyyCQRyslzCytItKp0C?se=2123-10-25T13%3A25%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D9b0d3d44-b4ef-46f3-9342-62be75e65989.png&sig=vHngWszaiKGCA/gQRlux8VVYtE/tfT0/uHor6feGyQM%3D,https://chat.openai.com/g/g-VgOsvjr1Y
Accounting Professor,A GPT specializing in accounting and financial analysis for business decisions. GPT…,https://files.oaiusercontent.com/file-O8aY3GHaicepETFukq7Myrxn?se=2123-11-01T12%3A19%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3De7704d84-87a0-4306-8dea-fff87cb28069.png&sig=2KGFWnyYqEs4%2BbSN5Q36xyTqplr9C2JGfZ%2BmHElOhIs%3D,https://chat.openai.com/g/g-VgLmiBtAE
Comic Book Art,Mid-20th-century comic book art creator GPT Store URL https://chat.openai.com/g/g-Vgmj7rijD Welcome Message Hello…,https://files.oaiusercontent.com/file-XVgCxMt4t3ubpCjEzbGXOjB5?se=2123-10-18T11%3A07%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-11%252010.49.29%2520-%2520A%2520vivid%252C%2520mid-20th-century%2520comic%2520book%2520style%2520illustration%2520featuring%2520office%2520workers%2520riding%2520giant%2520frogs.%2520The%2520scene%2520is%2520set%2520in%2520an%2520exaggerated%252C%2520urban%2520environ.png&sig=p3Brt4/t5jAskxzrXZ9DWC0JkBD5Z18Gq9uDxs9k5cw%3D,https://chat.openai.com/g/g-Vgmj7rijD
The Diary of a Lover,"I create intriguing narratives for Celeste Chic, a model’s personal brand. GPT…",https://files.oaiusercontent.com/file-Kmhm0xhz4tTKEZ0b8ca9VVtR?se=2123-11-17T19%3A53%3A05Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Df8b93e3f-ee2b-4adf-9e49-fcbdefb6f8e9.png&sig=vgpcrp0iRbZz6kHGmNoc6nLVd/8pPsNqz5snwENu9H0%3D,https://chat.openai.com/g/g-VGNBuaXS5
Advanced SEO Auditing Assistant by CFT,Expert SEO Audit Bot w/ Integrated Insights [ALPHA V1.0] GPT Store URL…,https://files.oaiusercontent.com/file-Xq3T9CbX5ueYShsbrmBVGmQE?se=2123-10-31T15%3A45%3A48Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dcft.jpg&sig=vc608G0EfVPc3/pvwCEL6fFcxDzVP0mRuS4dlnbAJ2k%3D,https://chat.openai.com/g/g-Vgj3S5Jn4
Wood Expert,A wood expert focused on architectural uses and various applications of wood….,https://files.oaiusercontent.com/file-WSSp38ni4ximd7JWAoN3OhkU?se=2123-10-22T12%3A17%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd90ff879-f69b-4a19-80ea-99c60a10fd29.png&sig=T2Z3FcVlu/kqH8D1b2KPfeTytjhAJEu1qScKzQXFiig%3D,https://chat.openai.com/g/g-VfXlkGWEM
NERA Community Guide,"A vibrant communicator for NERA, crafting engaging internal and external messages. GPT…",https://files.oaiusercontent.com/file-qa9xoCLc6yYL4834gACRQHIL?se=2123-10-22T05%3A38%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D468c980f-d8cf-41ba-a45d-7d2154632f05.png&sig=oHgiYJOunySOk4pz0Ui6Ctrc1eAM%2BOW1jjEfP6uTO7c%3D,https://chat.openai.com/g/g-VFZQPVLBM
PAU – Digital Marketing Advisor,Digital Marketing Guide for client queries GPT Store URL https://chat.openai.com/g/g-vFsBPo4jS Welcome Message…,https://files.oaiusercontent.com/file-EobgC4xM3NaqosBrgbDbmP9e?se=2123-11-14T05%3A10%3A09Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DProcurementAustralia_Master%2520Logo%25202_1500px.png&sig=lhc0HD2PrzmSOL7ZfQUMiONWYq7ZzVa5J4XD%2BfOWYnU%3D,https://chat.openai.com/g/g-vFsBPo4jS
Startup Contents Marketer,10-year expert in product planning and content marketing GPT Store URL https://chat.openai.com/g/g-VFt1mGy91…,https://files.oaiusercontent.com/file-HbsbZpmL3F3PkImgRpVBrvF3?se=2123-10-28T13%3A19%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db03591ea-e74f-48c1-abcc-7365fbd01222.png&sig=tzrj2XVogoZKsWuKxhugiWdAeW66eJKAfM7JlFdFRgE%3D,https://chat.openai.com/g/g-VFt1mGy91
PAU – Digital Marketing Advisor,Digital Marketing Guide for client queries GPT Store URL https://chat.openai.com/g/g-vFsBPo4jS Welcome Message…,https://files.oaiusercontent.com/file-EobgC4xM3NaqosBrgbDbmP9e?se=2123-11-14T05%3A10%3A09Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DProcurementAustralia_Master%2520Logo%25202_1500px.png&sig=lhc0HD2PrzmSOL7ZfQUMiONWYq7ZzVa5J4XD%2BfOWYnU%3D,https://chat.openai.com/g/g-vFsBPo4jS
WealthsimpleGPT (by Ian Spencer),Make your money make more money. GPT Store URL https://chat.openai.com/g/g-VfoveUGQc Welcome Message…,https://files.oaiusercontent.com/file-S9PWt0FaSY5ROh5QL7KDUPNg?se=2123-11-20T16%3A50%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DWealthSimple.png&sig=RK2IfLhp%2B8vnzuThudGCIVAF%2B/h41ynw8qE7Wwf%2Bntw%3D,https://chat.openai.com/g/g-VfoveUGQc
Converting Minecraft Pictures,"Transforms images into Minecraft-style versions, addressing questions about ‘wrong’ aspects. GPT Store…",https://files.oaiusercontent.com/file-fTqevaTjsrvYdUCYNfSbFdLa?se=2123-10-24T11%3A36%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Da2f58f4c-9892-49e5-b1be-913151002b76.png&sig=5J3g647qE0m0jlS5e2oWx9Wia8uL%2B35lkUMNkpZdJj0%3D,https://chat.openai.com/g/g-VfR57X4yb
Legal Research by midpage,A research tool for anyone who needs to know more about law….,https://files.oaiusercontent.com/file-8X8mmwZJtpWpsID3r6l9VAeE?se=2123-10-24T10%3A36%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dmidpage-icon.png&sig=qwtdQq0y9Tn3Q1KGLtBrFHp/gqUEzMeoyxyk5w4h9JI%3D,https://chat.openai.com/g/g-VFIECK6PE
Basic assistent,"Digital Solution’s multi-tasking copywriting assistant GPT Store URL https://chat.openai.com/g/g-vFeVM7Xdp Welcome Message Hallo,…",https://files.oaiusercontent.com/file-q64tbr67zTCYlUY4rDraTIhZ?se=2123-10-16T22%3A23%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D2fc73510-0e25-4ce7-b723-dbbae3175cc5.png&sig=4hSLG69xaxCJKyypdLg8OGdQGqsfJT9FzeWg1uc40d0%3D,https://chat.openai.com/g/g-vFeVM7Xdp
Serene Copywriter,"Crafts engaging advertising copy to drive consumer action, with a focus on…",https://files.oaiusercontent.com/file-QsyPDYbNPqsZZQ6c5TxSNz1c?se=2123-10-29T10%3A25%3A18Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D15b2e026-3f9b-4758-87e1-520adef03dab.png&sig=mQ8F0fL1oDTtHWm10ITboNaqySmOhu1L1z/AZPsQEug%3D,https://chat.openai.com/g/g-VFapfoBtd
SEO Content Wizard. (Auto Post),"Expert SEO writer for top-ranking, detailed articles in your language. GPT Store…",https://files.oaiusercontent.com/file-rxn57q0rHtDlMPKVX1csOShD?se=2123-11-18T07%3A50%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-12-12%252014.43.05%2520-%2520Beautiful%2520Circle%2520app%2520icon%2520for%2520SEO%2520Content%2520Wizard%252C%2520depicting%2520a%2520magical%252C%2520enchanting%2520wizard%2520hat%2520with%2520a%2520quill%2520and%2520a%2520scroll%252C%2520in%2520a%2520minimalist%2520style%252C%2520featuri.png&sig=W0F9zQviHZXT%2B9myqA1%2BiNJsgJ%2BiY9%2BHMVGw8kuI%2Bu4%3D,https://chat.openai.com/g/g-VF3AmGtr2
Content Creator Pro,"Generates structured, engaging content and outlines GPT Store URL https://chat.openai.com/g/g-vEQunkvB4 Welcome Message…",https://files.oaiusercontent.com/file-Me8JNwK9k5Da8AgUdyP1s4zT?se=2123-10-29T18%3A50%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd2fdff07-3b56-45e2-9c0e-ecd31714aad4.png&sig=knRymwZlukIy1ymI5v0BcTkSMPRFNSz/V0Br0m2Na3A%3D,https://chat.openai.com/g/g-vEQunkvB4
Notion Formula Generator,"Expert in Notion formulas, data types, and visualization. GPT Store URL https://chat.openai.com/g/g-vem4eJy03…",https://files.oaiusercontent.com/file-Pg0VzhfXv9q43apML1FYyqt6?se=2123-10-20T13%3A36%3A05Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DNotion%2520Formula%2520Generator.png&sig=l2elQOjx4uuzVK8yQFAiItK9Wkb/m5tzQ1YWGl9DzrM%3D,https://chat.openai.com/g/g-vem4eJy03
Account Analyst: News,"INPUT: Company Name, Companywebsite GPT Store URL https://chat.openai.com/g/g-Ve1AJWLhv Welcome Message How can…",https://files.oaiusercontent.com/file-oOHrZ6jmWfzjDkxw7wLYgKh0?se=2123-11-13T13%3A57%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D531171ca-0af8-4e0e-944d-b19cd9090cc0.png&sig=l9pyAE8t7wuZLQbYj4KzYbrXWwbiXvSrX%2B5UYo3d57I%3D,https://chat.openai.com/g/g-Ve1AJWLhv
Healthcare Helper,I’m a nurse here to help with healthcare resources and medical research….,https://files.oaiusercontent.com/file-4kJ60BiBPceVSkyei7rdXmqp?se=2123-10-18T09%3A11%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db38f4be5-feee-406b-b035-000ae98bb15e.png&sig=K8xRdPbsETILNXN131apUAtUgpRiPrkdPThkxGkai2g%3D,https://chat.openai.com/g/g-VdV66SNZB
Business Design Co-Pilot,"A Business Design Coach aiding in methodology, tools, and process. GPT Store…",https://files.oaiusercontent.com/file-X5J8PpXtALVRrBFmiP4ptCkT?se=2123-10-17T12%3A15%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd9cfffb6-dee3-4bc1-93dd-4e33866e708a.png&sig=8i8WIcdyMQHCKGIMvd327Tm10kUuca1R9luP2bZ43rs%3D,https://chat.openai.com/g/g-vE5ZXHZ0N
English Teacher,Business English expert with Czech language skills. GPT Store URL https://chat.openai.com/g/g-vdrAiKett Welcome…,https://files.oaiusercontent.com/file-gObA9AnEfMhmeJIHS0cHAMj5?se=2123-10-19T16%3A40%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D84ca7d83-defa-4de3-9ed2-ee459ce06c26.png&sig=IxSR9TNhO9M3eJ1HZg29yOWYqSLQJ3g3D7pVXavQHf0%3D,https://chat.openai.com/g/g-vdrAiKett
Path For Better You,Empathetic guide with a touch of humor. GPT Store URL https://chat.openai.com/g/g-VDT33mHuj Welcome…,https://files.oaiusercontent.com/file-kO317P92AACm5ehhfcFQkRCb?se=2123-10-28T06%3A59%3A48Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dbb0cc7f8-731d-49cc-bff5-5429774892f9.png&sig=lYaQijAk/hdQJrWWEszw5vXSJiYQh6UkX0EHpWRW0%2Bk%3D,https://chat.openai.com/g/g-VDT33mHuj
BrandXR Wordsmith,"Expert copywriter for BrandXR, inspired by Ogilvy & Halbert. GPT Store URL…",https://files.oaiusercontent.com/file-oGBi389S0tIZt0dkf0V5hWpH?se=2123-10-21T02%3A32%3A57Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd31f1600-dee9-44cf-a91b-b0f718f64248.png&sig=GhB0fxsfzINqySnRNlBKBzjlyS0EH9nZXyJWFP4RUmY%3D,https://chat.openai.com/g/g-vdjvbon5p
Promptify,"Your personal prompt engineer for supercharged AI interactions. (for full access, sign…",https://files.oaiusercontent.com/file-dYV1mnwg6znEvrL7LxnEMvYN?se=2123-10-21T04%3A29%3A02Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DUntitled%25281%2529asdasdasdsad.jpg&sig=5FFTO0m/hOjAHLqbJUET05BpwYtQ2XhP3eKdCiqk/0w%3D,https://chat.openai.com/g/g-VdFajYzuQ
Dynamic Lifestyle Institute,"Dr. Stella Nemuseso, PT – Wellness Course Expert GPT Store URL https://chat.openai.com/g/g-vDmhEduIg…",https://files.oaiusercontent.com/file-ON5CNb4YPvWKCaZgIHBJvDna?se=2123-10-18T16%3A48%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D8749ec69-9582-4eaa-96a0-5a1a286518a4.png&sig=CnB%2B05XA7zQ7EZeqcYq26o0xigYrBv4c2G3EXZNJKDw%3D,https://chat.openai.com/g/g-vDmhEduIg
Advanced Fitness & Nutrition Coach,I analyze photos for fitness and nutrition plans. GPT Store URL https://chat.openai.com/g/g-VDdPK4o4m…,https://files.oaiusercontent.com/file-cE3jfmNHJ5gag6xGhtv56Ygx?se=2123-10-19T16%3A27%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dcf77b779-f51c-4888-b0dc-98cb76ce8731.png&sig=ZLP%2BCwtosWlCD/2qi%2BcjOhxTs4mDD51KPLlmhiFpI10%3D,https://chat.openai.com/g/g-VDdPK4o4m
Seabiscuit: Competition Crusher,"Outmaneuver Market Rivals: Delivers tailored competitor insights, including summaries, comprehensive market analysis,…",https://files.oaiusercontent.com/file-6cz5wehjLJuEOlEIGFlevhal?se=2123-10-18T01%3A18%3A42Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Df9be55be-5b33-413b-a266-007686a8587b.png&sig=34KdvQVlgnkwFP7/wbjOcBO6U5M/EMWfXwyYRwp9//U%3D,https://chat.openai.com/g/g-VD8k50ZLh
English Teacher Marion,Your friendly neighbourhood English teacher 🌟 GPT Store URL https://chat.openai.com/g/g-VDDC0Ztph Welcome Message…,https://files.oaiusercontent.com/file-2ymkmB0fPmOnQmQALd8oq6in?se=2123-10-23T14%3A46%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-16%252015.44.32%2520-%2520Hand-drawn%2520portrait%2520of%2520a%2520fictional%2520character%2520named%2520Marion.%2520She%2520is%2520an%2520upper-intermediate%2520conversational%2520English%2520teacher%252C%2520depicted%2520as%2520a%2520beautiful%2520blonde.png&sig=tc4QXq19nUdH47tYzIdasbHL5a6fmcJoKfrKvFy0bNE%3D,https://chat.openai.com/g/g-VDDC0Ztph
Furry Monarchy,Expert in pet portraits. GPT Store URL https://chat.openai.com/g/g-VCwrhUuSP Welcome Message Welcome to…,https://files.oaiusercontent.com/file-IasCGDEMnq5xThduB8674dnm?se=2123-10-19T06%3A40%3A27Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D66e4fcdf-32a1-4357-b333-2911da10c078.png&sig=w%2Bq7cjgSyaimxlDjOUWa5QBCUw33CM/b%2BNABwr2j8nc%3D,https://chat.openai.com/g/g-VCwrhUuSP
SEO Content Architect,I craft SEO briefs based on target keywords and provided example URLs….,https://files.oaiusercontent.com/file-WOr2AFBNVfhItC6FSpcOmMUe?se=2123-11-05T08%3A18%3A38Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-29%252010.18.14%2520-%2520A%2520drawing%2520of%2520a%2520man%2520inspired%2520by%2520the%2520classic%2520portrait%2520of%2520Leonardo%2520Da%2520Vinci%252C%2520depicted%2520as%2520a%2520middle-aged%2520Caucasian%2520male%2520with%2520long%2520wavy%2520hair%2520and%2520a%2520beard%252C%2520we.png&sig=rHtWN%2BrzXiOJ9phHrfOWZzjybckUpNhlc8z/KwXMOh4%3D,https://chat.openai.com/g/g-vCnupGKsK
